sku_id,sku_name,week_start,demand_units,data_label
SKU-1004,Delta Spare D,2024-04-29,338,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-05-06,272,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-05-13,277,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-05-20,266,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-05-27,280,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-06-03,303,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-06-10,301,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-06-17,291,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-06-24,249,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-07-01,225,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-07-08,272,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-07-15,256,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-07-22,272,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-07-29,273,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-08-05,257,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-08-12,267,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-08-19,252,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-08-26,256,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-09-02,226,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-09-09,236,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-09-16,243,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-09-23,256,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-09-30,230,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-10-07,250,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-10-14,234,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-10-21,239,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-10-28,262,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-11-04,202,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-11-11,221,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-11-18,220,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-11-25,206,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-12-02,246,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-12-09,283,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-12-16,265,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-12-23,280,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-01-02,64,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-01-09,67,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-01-16,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-01-23,71,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-01-30,63,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-02-06,57,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-02-13,60,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-02-20,55,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-02-27,61,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-03-06,66,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-03-13,76,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-03-20,84,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-03-27,59,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-04-03,74,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-04-10,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-04-17,74,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-04-24,69,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-05-01,54,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-05-08,76,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-05-15,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-05-22,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-05-29,56,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-06-05,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-06-12,65,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-06-19,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-06-26,61,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-07-03,59,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-07-10,65,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-07-17,50,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-07-24,39,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-07-31,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-08-07,45,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-08-14,56,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-08-21,48,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-08-28,43,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-09-04,46,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-09-11,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-09-18,59,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-09-25,43,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-10-02,43,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-10-09,51,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-10-16,36,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-10-23,46,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-10-30,44,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-11-06,47,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-11-13,39,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-11-20,35,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-11-27,32,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-12-04,41,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-12-11,48,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-12-18,52,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2023-12-25,71,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-01-01,66,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-01-08,52,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-01-15,64,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-01-22,60,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-01-29,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-02-05,68,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-02-12,73,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-02-19,66,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-02-26,79,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-03-04,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-03-11,72,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-03-18,93,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-03-25,75,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-04-01,85,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-04-08,74,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-04-15,78,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-04-22,72,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-04-29,70,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-05-06,65,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-05-13,73,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-05-20,62,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-05-27,72,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-06-03,74,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-06-10,67,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-06-17,60,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-06-24,64,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-07-01,56,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-07-08,65,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-07-15,41,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-07-22,51,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-07-29,36,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-08-05,39,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-08-12,60,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-08-19,55,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-08-26,41,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-09-02,34,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-09-09,22,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-09-16,41,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-09-23,64,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-09-30,48,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-10-07,40,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-10-14,49,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-10-21,33,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-10-28,44,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-11-04,48,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-11-11,48,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-11-18,56,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-11-25,54,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-12-02,58,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-12-09,49,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-12-16,64,DEMO_SAMPLE
SKU-1005,Epsilon Kit E,2024-12-23,71,DEMO_SAMPLE
